transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status,transaction_date_iso
JO-2504-6195-77689,Z Mall,Z Mall Al Jubeiha,2025-01-30 14:16:00,1.0,13.5,Sale,Completed,2025-01-30T14:16:00
JO-2504-9953-20565,Z Mall,Z Mall Gardens,2025-01-30 14:10:00,0.25,3.4,Sale,Completed,2025-01-30T14:10:00
JO-2504-2920-93810,C Mall,C Mall Amman,2025-01-30 14:09:00,0.96,12.93,Sale,Completed,2025-01-30T14:09:00
JO-2504-8776-77234,Z Mall,Z Mall Al Jubeiha,2025-01-30 14:07:00,0.24,3.27,Sale,Completed,2025-01-30T14:07:00
JO-2504-5413-10398,Y Mall,Y Mall Tla'a Al-Ali,2025-01-30 14:03:00,0.24,3.27,Sale,Completed,2025-01-30T14:03:00
JO-2504-7369-31847,Y Mall,Y Mall Dabouq,2025-01-30 14:02:00,0.44,5.97,Sale,Completed,2025-01-30T14:02:00
JO-2504-1428-36753,Y Mall,Y Mall Tla'a Al-Ali,2025-01-30 14:02:00,0.84,11.34,Sale,Completed,2025-01-30T14:02:00
JO-2504-9685-43664,C Mall,C Mall Aqaba,2025-01-30 14:02:00,0.24,3.27,Sale,Completed,2025-01-30T14:02:00
JO-2504-3911-56417,Y Mall,Y Mall Tla'a Al-Ali,2025-01-30 14:01:00,1.32,17.91,Sale,Completed,2025-01-30T14:01:00
JO-2504-1609-31165,Z Mall,Z Mall Al Bayader,2025-01-30 14:01:00,0.57,7.61,Sale,Completed,2025-01-30T14:01:00
JO-2504-3226-56312,Z Mall,Z Mall Al Bayader,2025-01-30 14:00:00,0.24,3.27,Sale,Completed,2025-01-30T14:00:00
JO-2504-2016-90391,C Mall,C Mall Amman,2025-01-30 14:00:00,0.25,3.4,Sale,Completed,2025-01-30T14:00:00
JO-2504-1589-43550,Z Mall,Z Mall Al Bayader,2025-01-30 14:00:00,0.24,3.27,Sale,Completed,2025-01-30T14:00:00
JO-2504-2728-78292,C Mall,C Mall Amman,2025-01-30 13:59:00,0.5,6.8,Sale,Completed,2025-01-30T13:59:00
JO-2504-4100-25408,C Mall,C Mall Irbid,2025-01-30 12:53:00,0.42,5.57,Sale,Completed,2025-01-30T12:53:00
JO-2504-9671-35006,Y Mall,Y Mall Tla'a Al-Ali,2025-01-30 12:51:00,0.78,10.48,Sale,Completed,2025-01-30T12:51:00
JO-2504-8583-82396,Z Mall,Z Mall Al Jubeiha,2025-01-30 12:50:00,0.42,5.57,Sale,Completed,2025-01-30T12:50:00
JO-2504-8501-13181,C Mall,C Mall Amman,2025-01-30 12:40:00,0.24,3.27,Sale,Completed,2025-01-30T12:40:00
JO-2504-4591-97299,C Mall,C Mall Amman,2025-01-30 12:39:00,0.66,8.96,Sale,Completed,2025-01-30T12:39:00
JO-2504-5070-79834,C Mall,C Mall Irbid,2025-01-30 12:36:00,0.66,8.96,Sale,Completed,2025-01-30T12:36:00
JO-2504-9160-39462,C Mall,C Mall Amman,2025-01-30 12:28:00,0.66,8.96,Sale,Completed,2025-01-30T12:28:00
JO-2504-5344-97719,Y Mall,Y Mall Shmeisani,2025-01-30 12:27:00,0.24,3.27,Sale,Completed,2025-01-30T12:27:00
JO-2504-6170-90873,C Mall,C Mall Aqaba,2025-01-30 12:18:00,0.75,10.01,Sale,Completed,2025-01-30T12:18:00
JO-2504-9414-54147,Z Mall,Z Mall Gardens,2025-01-30 12:05:00,0.24,3.27,Sale,Completed,2025-01-30T12:05:00
JO-2504-1869-21469,Z Mall,Z Mall Al Jubeiha,2025-01-30 12:03:00,0.28,3.8,Sale,Completed,2025-01-30T12:03:00
JO-2504-4408-45259,C Mall,C Mall Amman,2025-01-30 12:02:00,0.48,6.55,Sale,Completed,2025-01-30T12:02:00
JO-2504-9130-36909,C Mall,C Mall Irbid,2025-01-30 11:56:00,0.98,13.13,Sale,Completed,2025-01-30T11:56:00
JO-2504-9324-56051,Y Mall,Y Mall Tla'a Al-Ali,2025-01-30 11:53:00,0.32,4.21,Sale,Completed,2025-01-30T11:53:00
JO-2504-3874-91606,C Mall,C Mall Amman,2025-01-30 11:46:00,1.32,17.91,Sale,Completed,2025-01-30T11:46:00
JO-2504-6283-97306,Z Mall,Z Mall Gardens,2025-01-30 11:33:00,0.24,3.27,Sale,Completed,2025-01-30T11:33:00
JO-2504-6163-18611,C Mall,C Mall Amman,2025-01-30 11:29:00,0.36,4.88,Sale,Completed,2025-01-30T11:29:00
JO-2504-3394-72009,Z Mall,Z Mall Al Bayader,2025-01-30 11:23:00,0.97,13.11,Sale,Completed,2025-01-30T11:23:00
JO-2504-2579-42621,Y Mall,Y Mall Tla'a Al-Ali,2025-01-30 11:17:00,1.07,14.41,Sale,Completed,2025-01-30T11:17:00
JO-2504-9149-84268,Y Mall,Y Mall Tla'a Al-Ali,2025-01-30 11:14:00,0.28,3.8,Sale,Completed,2025-01-30T11:14:00
JO-2504-6535-27226,Y Mall,Y Mall Tla'a Al-Ali,2025-01-30 11:03:00,0.66,8.96,Sale,Completed,2025-01-30T11:03:00
JO-2504-6386-53990,Y Mall,Y Mall Shmeisani,2025-01-30 10:25:00,1.02,13.73,Sale,Completed,2025-01-30T10:25:00
JO-2504-6753-75681,Y Mall,Y Mall Shmeisani,2025-01-30 10:11:00,0.48,6.55,Sale,Completed,2025-01-30T10:11:00
JO-2504-6499-40548,Y Mall,Y Mall Tla'a Al-Ali,2025-01-29 20:02:00,1.54,20.88,Sale,Completed,2025-01-29T20:02:00
JO-2504-5699-20398,Z Mall,Z Mall Al Jubeiha,2025-01-29 19:42:00,0.06,0.8,Sale,Completed,2025-01-29T19:42:00
JO-2504-9363-73549,C Mall,C Mall Amman,2025-01-29 18:04:00,0.36,4.77,Sale,Completed,2025-01-29T18:04:00
JO-2504-4816-92630,Y Mall,Y Mall Tla'a Al-Ali,2025-01-29 17:57:00,0.66,8.96,Sale,Completed,2025-01-29T17:57:00
JO-2504-8990-74358,C Mall,C Mall Aqaba,2025-01-29 17:56:00,0.66,8.96,Sale,Completed,2025-01-29T17:56:00
JO-2504-2972-18466,Z Mall,Z Mall Gardens,2025-01-29 17:49:00,0.24,3.27,Sale,Completed,2025-01-29T17:49:00
JO-2504-8651-35685,Z Mall,Z Mall Gardens,2025-01-29 17:29:00,0.65,8.84,Sale,Completed,2025-01-29T17:29:00
JO-2504-7920-19503,Y Mall,Y Mall Tla'a Al-Ali,2025-01-29 17:20:00,1.32,17.91,Sale,Completed,2025-01-29T17:20:00
JO-2504-2423-97397,C Mall,C Mall Irbid,2025-01-29 16:28:00,0.66,8.96,Sale,Completed,2025-01-29T16:28:00
JO-2504-3025-64667,Z Mall,Z Mall Gardens,2025-01-29 16:02:00,0.66,8.96,Sale,Completed,2025-01-29T16:02:00
JO-2504-6584-27280,C Mall,C Mall Aqaba,2025-01-29 15:43:00,0.72,9.75,Sale,Completed,2025-01-29T15:43:00
JO-2504-2545-14532,C Mall,C Mall Irbid,2025-01-29 15:18:00,1.02,13.83,Sale,Completed,2025-01-29T15:18:00
JO-2504-1532-35314,Y Mall,Y Mall Shmeisani,2025-01-29 15:00:00,0.24,3.27,Sale,Completed,2025-01-29T15:00:00
JO-2504-1434-25501,Z Mall,Z Mall Gardens,2025-01-29 14:57:00,0.66,8.9,Sale,Completed,2025-01-29T14:57:00
JO-2504-7839-13909,Z Mall,Z Mall Al Bayader,2025-01-29 14:53:00,1.85,25.06,Sale,Completed,2025-01-29T14:53:00
JO-2504-7761-59392,Y Mall,Y Mall Shmeisani,2025-01-29 14:52:00,0.36,4.88,Sale,Completed,2025-01-29T14:52:00
JO-2504-4585-53723,Z Mall,Z Mall Gardens,2025-01-29 14:30:00,0.71,9.64,Sale,Completed,2025-01-29T14:30:00
JO-2504-9940-93584,Z Mall,Z Mall Gardens,2025-01-29 14:24:00,0.66,8.96,Sale,Completed,2025-01-29T14:24:00
JO-2504-8875-99032,C Mall,C Mall Irbid,2025-01-29 14:21:00,0.48,6.55,Sale,Completed,2025-01-29T14:21:00
JO-2504-4481-14975,C Mall,C Mall Aqaba,2025-01-29 14:20:00,0.24,3.27,Sale,Completed,2025-01-29T14:20:00
JO-2504-1545-71529,C Mall,C Mall Amman,2025-01-29 14:19:00,0.39,5.31,Sale,Completed,2025-01-29T14:19:00
JO-2504-4895-66344,C Mall,C Mall Aqaba,2025-01-29 14:12:00,1.32,17.91,Sale,Completed,2025-01-29T14:12:00
JO-2504-5857-91327,Y Mall,Y Mall Tla'a Al-Ali,2025-01-29 14:04:00,0.24,3.27,Sale,Completed,2025-01-29T14:04:00
JO-2504-6600-56644,C Mall,C Mall Aqaba,2025-01-29 14:01:00,0.24,3.27,Sale,Completed,2025-01-29T14:01:00
JO-2504-9434-33092,C Mall,C Mall Irbid,2025-01-29 13:32:00,0.66,8.96,Sale,Completed,2025-01-29T13:32:00
JO-2504-6851-53968,C Mall,C Mall Aqaba,2025-01-29 13:23:00,0.24,3.27,Sale,Completed,2025-01-29T13:23:00
JO-2504-4564-55948,C Mall,C Mall Amman,2025-01-29 13:07:00,0.24,3.27,Sale,Completed,2025-01-29T13:07:00
JO-2504-9789-90451,Z Mall,Z Mall Al Bayader,2025-01-29 12:48:00,0.24,3.27,Sale,Completed,2025-01-29T12:48:00
JO-2504-9158-88909,C Mall,C Mall Amman,2025-01-29 12:46:00,0.66,8.96,Sale,Completed,2025-01-29T12:46:00
JO-2504-7877-93600,Y Mall,Y Mall Shmeisani,2025-01-29 12:33:00,0.28,3.8,Sale,Completed,2025-01-29T12:33:00
JO-2504-9257-34257,C Mall,C Mall Aqaba,2025-01-29 11:44:00,0.76,10.21,Sale,Completed,2025-01-29T11:44:00
JO-2504-6307-65138,Y Mall,Y Mall Shmeisani,2025-01-29 11:43:00,0.75,10.01,Sale,Completed,2025-01-29T11:43:00
JO-2504-2201-54513,Y Mall,Y Mall Dabouq,2025-01-29 11:42:00,0.66,8.96,Sale,Completed,2025-01-29T11:42:00
JO-2504-8461-45947,Z Mall,Z Mall Al Bayader,2025-01-29 10:40:00,0.48,6.55,Sale,Completed,2025-01-29T10:40:00
JO-2504-2719-31682,C Mall,C Mall Aqaba,2025-01-29 10:23:00,1.32,17.91,Sale,Completed,2025-01-29T10:23:00
JO-2504-3202-80631,Z Mall,Z Mall Al Jubeiha,2025-01-29 10:05:00,0.66,8.96,Sale,Completed,2025-01-29T10:05:00
JO-2504-2880-41101,C Mall,C Mall Aqaba,2025-01-28 20:03:00,1.09,14.85,Sale,Completed,2025-01-28T20:03:00
JO-2504-8071-40788,C Mall,C Mall Aqaba,2025-01-28 19:19:00,0.41,5.45,Sale,Completed,2025-01-28T19:19:00
JO-2504-6004-52669,Z Mall,Z Mall Al Bayader,2025-01-28 17:53:00,0.66,8.96,Sale,Completed,2025-01-28T17:53:00
JO-2504-9321-33341,Y Mall,Y Mall Dabouq,2025-01-28 17:43:00,0.66,8.96,Sale,Completed,2025-01-28T17:43:00
JO-2504-5219-30172,C Mall,C Mall Aqaba,2025-01-28 17:33:00,0.66,8.96,Sale,Completed,2025-01-28T17:33:00
JO-2504-5433-87115,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 16:58:00,1.32,17.91,Sale,Completed,2025-01-28T16:58:00
JO-2504-8225-69362,Z Mall,Z Mall Al Bayader,2025-01-28 16:44:00,0.24,3.27,Sale,Completed,2025-01-28T16:44:00
JO-2504-4777-32272,Z Mall,Z Mall Gardens,2025-01-28 16:30:00,0.05,0.68,Sale,Completed,2025-01-28T16:30:00
JO-2504-2013-26102,C Mall,C Mall Amman,2025-01-28 16:23:00,0.66,8.96,Sale,Completed,2025-01-28T16:23:00
JO-2504-5082-11180,Y Mall,Y Mall Dabouq,2025-01-28 16:23:00,0.33,4.43,Sale,Completed,2025-01-28T16:23:00
JO-2504-5125-21082,C Mall,C Mall Amman,2025-01-28 15:50:00,1.35,18.2,Sale,Completed,2025-01-28T15:50:00
JO-2504-5538-47675,Z Mall,Z Mall Al Bayader,2025-01-28 15:27:00,1.32,17.91,Sale,Completed,2025-01-28T15:27:00
JO-2504-2142-65835,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 15:23:00,0.28,3.8,Sale,Completed,2025-01-28T15:23:00
JO-2504-1476-92302,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 15:23:00,0.48,6.55,Sale,Completed,2025-01-28T15:23:00
JO-2504-8604-64644,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 15:22:00,0.48,6.55,Sale,Completed,2025-01-28T15:22:00
JO-2504-5297-50679,C Mall,C Mall Aqaba,2025-01-28 15:22:00,1.07,14.46,Sale,Completed,2025-01-28T15:22:00
JO-2504-5772-11523,Y Mall,Y Mall Dabouq,2025-01-28 15:05:00,0.48,6.55,Sale,Completed,2025-01-28T15:05:00
JO-2504-1269-83413,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 15:00:00,1.32,17.91,Sale,Completed,2025-01-28T15:00:00
JO-2504-4818-63024,C Mall,C Mall Aqaba,2025-01-28 14:59:00,1.32,17.91,Sale,Completed,2025-01-28T14:59:00
JO-2504-5300-82163,C Mall,C Mall Irbid,2025-01-28 14:39:00,0.65,8.84,Sale,Completed,2025-01-28T14:39:00
JO-2504-3102-44005,Z Mall,Z Mall Al Bayader,2025-01-28 14:12:00,0.98,13.21,Sale,Completed,2025-01-28T14:12:00
JO-2504-3103-46441,Z Mall,Z Mall Al Jubeiha,2025-01-28 14:11:00,1.76,23.81,Sale,Completed,2025-01-28T14:11:00
JO-2504-5405-91348,Z Mall,Z Mall Al Bayader,2025-01-28 13:54:00,0.66,8.96,Sale,Completed,2025-01-28T13:54:00
JO-2504-1882-45781,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 13:43:00,0.48,6.55,Sale,Completed,2025-01-28T13:43:00
JO-2504-9945-61132,C Mall,C Mall Irbid,2025-01-28 13:43:00,0.66,8.96,Sale,Completed,2025-01-28T13:43:00
JO-2504-4569-30927,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 13:42:00,0.66,8.96,Sale,Completed,2025-01-28T13:42:00
JO-2504-1553-23809,Z Mall,Z Mall Al Jubeiha,2025-01-28 13:23:00,0.28,3.8,Sale,Completed,2025-01-28T13:23:00
JO-2504-2192-25137,C Mall,C Mall Amman,2025-01-28 13:21:00,0.98,13.23,Sale,Completed,2025-01-28T13:21:00
JO-2504-5664-81566,Z Mall,Z Mall Al Bayader,2025-01-28 13:14:00,0.66,8.96,Sale,Completed,2025-01-28T13:14:00
JO-2504-7133-97246,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 13:09:00,0.66,8.96,Sale,Completed,2025-01-28T13:09:00
JO-2504-3256-33425,C Mall,C Mall Aqaba,2025-01-28 13:07:00,0.24,3.27,Sale,Completed,2025-01-28T13:07:00
JO-2504-5522-29597,Y Mall,Y Mall Dabouq,2025-01-28 13:05:00,0.24,3.27,Sale,Completed,2025-01-28T13:05:00
JO-2504-5828-40092,Z Mall,Z Mall Al Bayader,2025-01-28 12:49:00,0.42,5.67,Sale,Completed,2025-01-28T12:49:00
JO-2504-8787-55156,C Mall,C Mall Irbid,2025-01-28 12:48:00,1.69,22.74,Sale,Completed,2025-01-28T12:48:00
JO-2504-4997-39899,C Mall,C Mall Aqaba,2025-01-28 12:41:00,0.24,3.27,Sale,Completed,2025-01-28T12:41:00
JO-2504-8582-49925,Y Mall,Y Mall Dabouq,2025-01-28 12:35:00,0.24,3.27,Sale,Completed,2025-01-28T12:35:00
JO-2504-4831-86985,Z Mall,Z Mall Gardens,2025-01-28 12:30:00,0.24,3.27,Sale,Completed,2025-01-28T12:30:00
JO-2504-8999-52991,Z Mall,Z Mall Al Jubeiha,2025-01-28 12:25:00,0.24,3.27,Sale,Completed,2025-01-28T12:25:00
JO-2504-8113-69699,C Mall,C Mall Amman,2025-01-28 12:23:00,0.24,3.27,Sale,Completed,2025-01-28T12:23:00
JO-2504-8066-67753,C Mall,C Mall Aqaba,2025-01-28 11:43:00,0.24,3.27,Sale,Completed,2025-01-28T11:43:00
JO-2504-8902-97348,Y Mall,Y Mall Dabouq,2025-01-28 11:42:00,0.72,9.75,Sale,Completed,2025-01-28T11:42:00
JO-2504-9772-96593,Y Mall,Y Mall Shmeisani,2025-01-28 10:00:00,1.07,14.41,Sale,Completed,2025-01-28T10:00:00
JO-2504-2728-56638,C Mall,C Mall Irbid,2025-01-28 09:42:00,0.36,4.88,Sale,Completed,2025-01-28T09:42:00
JO-2504-2171-71027,Y Mall,Y Mall Tla'a Al-Ali,2025-01-27 18:44:00,0.75,10.01,Sale,Completed,2025-01-27T18:44:00
JO-2504-3032-34096,Y Mall,Y Mall Shmeisani,2025-01-27 18:32:00,0.75,10.01,Sale,Completed,2025-01-27T18:32:00
JO-2504-6220-25384,Y Mall,Y Mall Dabouq,2025-01-27 17:58:00,0.78,10.51,Sale,Completed,2025-01-27T17:58:00
JO-2504-1186-51237,C Mall,C Mall Irbid,2025-01-27 17:57:00,0.5,6.8,Sale,Completed,2025-01-27T17:57:00
JO-2504-5464-96052,Y Mall,Y Mall Tla'a Al-Ali,2025-01-27 17:35:00,1.86,25.14,Sale,Completed,2025-01-27T17:35:00
JO-2504-3832-46364,C Mall,C Mall Amman,2025-01-27 17:28:00,0.05,0.68,Sale,Completed,2025-01-27T17:28:00
JO-2504-6359-49907,Y Mall,Y Mall Shmeisani,2025-01-27 17:28:00,0.42,5.67,Sale,Completed,2025-01-27T17:28:00
JO-2504-3984-73543,Y Mall,Y Mall Tla'a Al-Ali,2025-01-27 17:24:00,0.56,7.63,Sale,Completed,2025-01-27T17:24:00
JO-2504-4531-62802,Z Mall,Z Mall Gardens,2025-01-27 17:12:00,1.95,26.52,Sale,Completed,2025-01-27T17:12:00
JO-2504-3994-97230,C Mall,C Mall Aqaba,2025-01-27 17:04:00,0.43,5.85,Sale,Completed,2025-01-27T17:04:00
JO-2504-5098-99384,C Mall,C Mall Aqaba,2025-01-27 17:02:00,0.66,8.96,Sale,Completed,2025-01-27T17:02:00
JO-2504-4957-48240,Z Mall,Z Mall Al Bayader,2025-01-27 17:01:00,0.66,8.96,Sale,Completed,2025-01-27T17:01:00
JO-2504-3350-54651,Z Mall,Z Mall Al Bayader,2025-01-27 16:47:00,0.24,3.27,Sale,Completed,2025-01-27T16:47:00
JO-2504-5390-10348,Y Mall,Y Mall Tla'a Al-Ali,2025-01-27 16:43:00,0.71,9.6,Sale,Completed,2025-01-27T16:43:00
JO-2504-7636-54261,Y Mall,Y Mall Tla'a Al-Ali,2025-01-27 16:24:00,1.67,22.51,Sale,Completed,2025-01-27T16:24:00
JO-2504-9798-94132,Z Mall,Z Mall Al Jubeiha,2025-01-27 15:47:00,0.24,3.27,Sale,Completed,2025-01-27T15:47:00
JO-2504-4868-56652,C Mall,C Mall Aqaba,2025-01-27 15:39:00,0.5,6.8,Sale,Completed,2025-01-27T15:39:00
JO-2504-8942-49794,C Mall,C Mall Irbid,2025-01-27 15:21:00,0.91,12.36,Sale,Completed,2025-01-27T15:21:00
JO-2504-4149-78774,C Mall,C Mall Irbid,2025-01-27 15:17:00,1.31,17.74,Sale,Completed,2025-01-27T15:17:00
JO-2504-5410-70911,C Mall,C Mall Irbid,2025-01-27 15:15:00,0.06,0.8,Sale,Completed,2025-01-27T15:15:00
JO-2504-1341-84240,C Mall,C Mall Irbid,2025-01-27 15:15:00,0.37,4.91,Sale,Completed,2025-01-27T15:15:00
JO-2504-3090-10897,Z Mall,Z Mall Al Jubeiha,2025-01-27 15:00:00,0.24,3.27,Sale,Completed,2025-01-27T15:00:00
JO-2504-6955-63939,Y Mall,Y Mall Shmeisani,2025-01-27 14:59:00,0.48,6.55,Sale,Completed,2025-01-27T14:59:00
JO-2504-5731-56610,Y Mall,Y Mall Dabouq,2025-01-27 14:59:00,0.89,12.07,Sale,Completed,2025-01-27T14:59:00
JO-2504-4846-45140,Z Mall,Z Mall Al Jubeiha,2025-01-27 14:55:00,0.34,4.54,Sale,Completed,2025-01-27T14:55:00
JO-2504-7340-14570,C Mall,C Mall Irbid,2025-01-27 14:28:00,2.45,32.84,Sale,Completed,2025-01-27T14:28:00
JO-2504-7196-26869,Z Mall,Z Mall Al Bayader,2025-01-27 14:23:00,0.24,3.27,Sale,Completed,2025-01-27T14:23:00
JO-2504-9736-13122,C Mall,C Mall Aqaba,2025-01-27 14:08:00,0.5,6.8,Sale,Completed,2025-01-27T14:08:00
JO-2504-2420-22161,Z Mall,Z Mall Gardens,2025-01-27 14:07:00,0.95,12.82,Sale,Completed,2025-01-27T14:07:00
JO-2504-4155-20371,Z Mall,Z Mall Gardens,2025-01-27 13:54:00,0.06,0.8,Sale,Completed,2025-01-27T13:54:00
JO-2504-1636-99098,Z Mall,Z Mall Al Bayader,2025-01-27 13:40:00,0.77,10.43,Sale,Completed,2025-01-27T13:40:00
JO-2504-4528-59877,C Mall,C Mall Irbid,2025-01-27 13:38:00,0.05,0.68,Sale,Completed,2025-01-27T13:38:00
JO-2504-9233-48225,C Mall,C Mall Irbid,2025-01-27 13:29:00,1.47,19.96,Sale,Completed,2025-01-27T13:29:00
JO-2504-3347-67343,Y Mall,Y Mall Dabouq,2025-01-27 13:03:00,1.25,17.0,Sale,Completed,2025-01-27T13:03:00
JO-2504-4100-33125,Z Mall,Z Mall Al Bayader,2025-01-27 12:42:00,0.48,6.55,Sale,Completed,2025-01-27T12:42:00
JO-2504-1105-95654,C Mall,C Mall Aqaba,2025-01-27 12:35:00,0.66,8.96,Sale,Completed,2025-01-27T12:35:00
JO-2504-1699-14855,Y Mall,Y Mall Shmeisani,2025-01-27 12:34:00,0.47,6.35,Sale,Completed,2025-01-27T12:34:00
JO-2504-8061-24039,Y Mall,Y Mall Shmeisani,2025-01-27 12:33:00,0.24,3.27,Sale,Completed,2025-01-27T12:33:00
JO-2504-5683-22189,Z Mall,Z Mall Al Jubeiha,2025-01-27 12:26:00,0.68,9.19,Sale,Completed,2025-01-27T12:26:00
JO-2504-6313-84348,C Mall,C Mall Amman,2025-01-27 12:14:00,0.66,8.96,Sale,Completed,2025-01-27T12:14:00
JO-2504-1864-55309,Z Mall,Z Mall Al Bayader,2025-01-27 12:01:00,0.48,6.55,Sale,Completed,2025-01-27T12:01:00
JO-2504-7592-21900,Y Mall,Y Mall Dabouq,2025-01-27 11:55:00,0.66,8.96,Sale,Completed,2025-01-27T11:55:00
JO-2504-7111-22359,Z Mall,Z Mall Al Jubeiha,2025-01-27 11:55:00,0.77,10.33,Sale,Completed,2025-01-27T11:55:00
JO-2504-8928-96799,C Mall,C Mall Amman,2025-01-27 11:37:00,0.36,4.88,Sale,Completed,2025-01-27T11:37:00
JO-2504-6902-72072,Y Mall,Y Mall Dabouq,2025-01-27 11:30:00,0.54,7.26,Sale,Completed,2025-01-27T11:30:00
JO-2504-4228-72764,Y Mall,Y Mall Tla'a Al-Ali,2025-01-27 11:29:00,0.41,5.45,Sale,Completed,2025-01-27T11:29:00
JO-2504-4535-92679,C Mall,C Mall Amman,2025-01-27 11:15:00,1.43,19.39,Sale,Completed,2025-01-27T11:15:00
JO-2504-7558-14427,Z Mall,Z Mall Al Jubeiha,2025-01-27 11:10:00,0.44,5.97,Sale,Completed,2025-01-27T11:10:00
JO-2504-5388-75627,Z Mall,Z Mall Al Bayader,2025-01-27 11:05:00,0.37,4.91,Sale,Completed,2025-01-27T11:05:00
JO-2504-5700-23148,C Mall,C Mall Irbid,2025-01-27 09:09:00,0.94,12.75,Sale,Completed,2025-01-27T09:09:00
JO-2504-9207-60778,C Mall,C Mall Aqaba,2025-01-26 20:28:00,0.34,4.54,Sale,Completed,2025-01-26T20:28:00
JO-2504-6404-53719,Y Mall,Y Mall Dabouq,2025-01-26 19:00:00,0.41,5.56,Sale,Completed,2025-01-26T19:00:00
JO-2504-6042-76727,Y Mall,Y Mall Tla'a Al-Ali,2025-01-26 18:15:00,1.29,17.46,Sale,Completed,2025-01-26T18:15:00
JO-2504-5622-51097,C Mall,C Mall Amman,2025-01-26 17:52:00,0.34,4.54,Sale,Completed,2025-01-26T17:52:00
JO-2504-5016-81659,Z Mall,Z Mall Al Jubeiha,2025-01-26 17:25:00,0.5,6.8,Sale,Completed,2025-01-26T17:25:00
JO-2504-1096-36668,Y Mall,Y Mall Shmeisani,2025-01-26 16:35:00,1.54,20.81,Sale,Completed,2025-01-26T16:35:00
JO-2504-7407-66820,Y Mall,Y Mall Tla'a Al-Ali,2025-01-26 16:25:00,0.06,0.8,Sale,Completed,2025-01-26T16:25:00
JO-2504-4296-49604,Z Mall,Z Mall Al Jubeiha,2025-01-26 16:24:00,0.38,5.09,Sale,Completed,2025-01-26T16:24:00
JO-2504-8586-42081,C Mall,C Mall Amman,2025-01-26 16:15:00,1.4,18.83,Sale,Completed,2025-01-26T16:15:00
JO-2504-8710-37462,C Mall,C Mall Aqaba,2025-01-26 16:10:00,0.34,4.54,Sale,Completed,2025-01-26T16:10:00
JO-2504-2760-16504,Z Mall,Z Mall Gardens,2025-01-26 16:02:00,0.48,6.55,Sale,Completed,2025-01-26T16:02:00
JO-2504-7263-64116,Z Mall,Z Mall Gardens,2025-01-26 15:50:00,4.78,64.55,Sale,Completed,2025-01-26T15:50:00
JO-2504-1920-49837,Y Mall,Y Mall Dabouq,2025-01-26 15:40:00,0.66,8.96,Sale,Completed,2025-01-26T15:40:00
JO-2504-1283-42458,C Mall,C Mall Irbid,2025-01-26 15:39:00,1.09,14.83,Sale,Completed,2025-01-26T15:39:00
JO-2504-9626-40019,Z Mall,Z Mall Gardens,2025-01-26 15:25:00,0.77,10.43,Sale,Completed,2025-01-26T15:25:00
JO-2504-2784-95180,C Mall,C Mall Amman,2025-01-26 15:16:00,2.06,27.81,Sale,Completed,2025-01-26T15:16:00
JO-2504-8392-72838,C Mall,C Mall Amman,2025-01-26 15:10:00,0.66,8.96,Sale,Completed,2025-01-26T15:10:00
JO-2504-6361-96115,Z Mall,Z Mall Al Jubeiha,2025-01-26 14:12:00,0.99,13.38,Sale,Completed,2025-01-26T14:12:00
JO-2504-9042-30183,Z Mall,Z Mall Gardens,2025-01-26 14:07:00,0.24,3.27,Sale,Completed,2025-01-26T14:07:00
JO-2504-6925-15214,C Mall,C Mall Aqaba,2025-01-26 14:06:00,0.24,3.27,Sale,Completed,2025-01-26T14:06:00
JO-2504-8634-77758,C Mall,C Mall Irbid,2025-01-26 14:04:00,0.24,3.27,Sale,Completed,2025-01-26T14:04:00
JO-2504-2453-47344,C Mall,C Mall Amman,2025-01-26 13:53:00,0.24,3.27,Sale,Completed,2025-01-26T13:53:00
JO-2504-1411-61913,C Mall,C Mall Irbid,2025-01-26 13:47:00,0.66,8.96,Sale,Completed,2025-01-26T13:47:00
JO-2504-1886-39099,C Mall,C Mall Aqaba,2025-01-26 13:45:00,0.48,6.52,Sale,Completed,2025-01-26T13:45:00
JO-2504-9106-80132,C Mall,C Mall Amman,2025-01-26 13:40:00,0.24,3.27,Sale,Completed,2025-01-26T13:40:00
JO-2504-2050-56265,C Mall,C Mall Amman,2025-01-26 13:32:00,0.66,8.96,Sale,Completed,2025-01-26T13:32:00
JO-2504-6165-47781,Y Mall,Y Mall Shmeisani,2025-01-26 13:24:00,0.24,3.27,Sale,Completed,2025-01-26T13:24:00
JO-2504-1827-94567,Z Mall,Z Mall Al Jubeiha,2025-01-26 13:22:00,1.32,17.91,Sale,Completed,2025-01-26T13:22:00
JO-2504-8123-24637,Z Mall,Z Mall Al Bayader,2025-01-26 13:18:00,0.24,3.27,Sale,Completed,2025-01-26T13:18:00
JO-2504-9265-52206,Y Mall,Y Mall Dabouq,2025-01-26 13:14:00,0.24,3.27,Sale,Completed,2025-01-26T13:14:00
